img_id,ymin,xmin,ymax,xmax
557.jpg,248,91,264,167
558.jpg,372,122,399,273
559.jpg,284,124,306,206
56.jpg,288,388,421,438
560.jpg,317,218,376,356
561.jpg,389,53,423,195
562.jpg,268,58,310,171
563.jpg,286,63,345,193
564.jpg,272,128,302,236
565.jpg,405,439,434,603
566.jpg,294,103,321,215
567.jpg,211,256,330,598
568.jpg,289,339,326,469
569.jpg,480,279,523,471
57.jpg,373,287,410,464
570.jpg,406,90,450,226
571.jpg,439,120,482,282
572.jpg,423,386,474,568
573.jpg,216,169,278,355
574.jpg,288,135,320,243
575.jpg,359,212,415,421
576.jpg,228,227,250,299
577.jpg,284,368,349,590
578.jpg,337,76,371,194
579.jpg,301,130,332,242
58.jpg,286,97,352,185
580.jpg,362,97,390,223
581.jpg,274,92,342,249
582.jpg,219,55,255,175
583.jpg,259,341,295,487
584.jpg,403,111,438,240
585.jpg,269,381,340,544
586.jpg,375,555,439,678
587.jpg,263,383,314,507
588.jpg,390,115,429,249
589.jpg,274,102,304,194
59.jpg,278,623,364,700
590.jpg,296,125,330,249
591.jpg,320,167,362,314
592.jpg,155,436,333,482
593.jpg,188,450,338,484
594.jpg,153,589,346,634
595.jpg,291,97,310,202
596.jpg,299,123,331,268
597.jpg,398,140,434,221
598.jpg,361,95,436,208
599.jpg,395,300,433,453
6.jpg,506,273,539,465
60.jpg,374,8,452,84
600.jpg,247,126,275,297
601.jpg,289,283,323,391
602.jpg,355,237,411,381
603.jpg,289,112,324,263
604.jpg,419,365,443,477
605.jpg,324,105,355,265
606.jpg,265,608,344,711
607.jpg,364,281,405,438
608.jpg,346,239,404,504
609.jpg,333,313,376,516
61.jpg,313,621,437,704
610.jpg,237,154,267,248
611.jpg,146,34,189,262
612.jpg,290,319,354,575
613.jpg,313,324,353,500
614.jpg,347,189,391,303
615.jpg,329,60,366,204
616.jpg,372,210,422,369
617.jpg,318,100,340,198
618.jpg,330,99,358,217
619.jpg,291,177,338,293
62.jpg,301,188,335,328
620.jpg,263,242,298,366
621.jpg,264,56,313,137
622.jpg,255,357,325,488
623.jpg,250,107,279,228
624.jpg,385,190,448,329
625.jpg,325,309,367,482
626.jpg,369,136,402,285
627.jpg,280,89,309,206
628.jpg,369,316,390,388
629.jpg,326,282,367,467
63.jpg,335,137,373,277
630.jpg,323,100,352,216
631.jpg,467,179,533,571
632.jpg,294,68,343,188
633.jpg,354,275,396,433
634.jpg,324,641,389,762
635.jpg,269,232,324,478
636.jpg,213,410,236,497
637.jpg,210,88,243,167
638.jpg,239,219,281,375
639.jpg,283,327,338,525
64.jpg,287,320,318,443
640.jpg,370,279,408,410
641.jpg,377,249,421,387
642.jpg,363,265,414,470
643.jpg,300,325,333,464
644.jpg,227,226,250,299
645.jpg,249,460,277,560
646.jpg,365,140,407,291
647.jpg,364,147,401,294
648.jpg,240,333,265,426
649.jpg,158,456,322,500
65.jpg,322,170,366,266
650.jpg,348,113,389,280
651.jpg,313,361,365,560
652.jpg,329,206,386,391
653.jpg,333,19,389,117
654.jpg,338,296,378,394
655.jpg,235,213,282,319
656.jpg,439,311,481,496
657.jpg,406,99,459,237
658.jpg,391,282,427,462
659.jpg,221,310,278,382
66.jpg,242,437,282,544
660.jpg,215,96,228,163
661.jpg,245,348,308,531
662.jpg,360,242,401,446
663.jpg,242,165,270,287
664.jpg,290,140,319,246
665.jpg,364,211,414,423
666.jpg,294,310,323,433
667.jpg,369,301,415,537
668.jpg,366,276,416,557
669.jpg,416,133,450,293
67.jpg,342,561,420,648
670.jpg,240,267,285,381
671.jpg,277,304,313,399
672.jpg,335,131,373,279
673.jpg,331,304,366,492
674.jpg,179,214,374,260
675.jpg,173,119,191,189
676.jpg,424,113,460,272
677.jpg,331,74,362,204
678.jpg,317,395,347,522
679.jpg,447,113,502,194
68.jpg,358,116,411,202
680.jpg,324,285,377,469
681.jpg,358,284,402,383
682.jpg,302,65,330,190
683.jpg,338,88,367,167
684.jpg,281,89,305,199
685.jpg,397,343,428,498
686.jpg,173,103,196,191
687.jpg,407,111,433,240
688.jpg,253,166,286,332
689.jpg,274,97,302,210
69.jpg,358,118,411,207
690.jpg,217,170,276,356
691.jpg,369,291,430,535
692.jpg,363,322,388,453
693.jpg,327,320,368,502
694.jpg,196,143,218,223
695.jpg,176,143,201,215
696.jpg,138,210,161,312
697.jpg,355,119,377,222
698.jpg,286,107,310,198
699.jpg,339,160,367,287
7.jpg,409,154,436,290
70.jpg,181,401,391,449
700.jpg,345,128,380,290
701.jpg,313,112,344,220
702.jpg,192,108,211,170
703.jpg,331,345,376,523
704.jpg,333,397,370,539
705.jpg,313,130,336,202
706.jpg,338,281,374,388
707.jpg,160,478,314,515
708.jpg,442,418,496,571
709.jpg,172,103,196,192
71.jpg,255,195,272,288
710.jpg,315,108,344,209
711.jpg,406,252,458,473
712.jpg,326,260,372,448
713.jpg,339,134,363,272
714.jpg,430,367,481,600
715.jpg,322,114,346,206
716.jpg,217,107,250,208
717.jpg,214,169,270,276
718.jpg,362,140,406,289
719.jpg,332,308,368,458
72.jpg,272,159,302,213
720.jpg,308,171,377,419
721.jpg,345,70,366,150
722.jpg,251,128,282,222
723.jpg,339,343,381,489
724.jpg,209,90,226,148
725.jpg,350,156,389,281
726.jpg,385,406,446,552
727.jpg,189,321,336,355
728.jpg,266,98,288,196
729.jpg,268,290,316,497
73.jpg,173,417,250,443
730.jpg,182,84,200,160
731.jpg,207,117,246,254
732.jpg,294,114,330,266
733.jpg,237,98,265,201
734.jpg,392,237,426,387
735.jpg,368,293,408,438
736.jpg,241,577,301,702
737.jpg,300,108,322,197
738.jpg,202,238,244,426
739.jpg,344,281,380,463
74.jpg,250,286,281,393
740.jpg,250,549,305,593
741.jpg,415,302,455,539
742.jpg,342,81,370,214
743.jpg,352,85,375,192
744.jpg,247,129,278,259
745.jpg,303,81,334,204
746.jpg,326,152,358,237
747.jpg,317,121,338,245
748.jpg,361,321,393,456
749.jpg,303,135,326,201
75.jpg,377,156,407,273
750.jpg,319,167,360,312
751.jpg,290,163,327,246
752.jpg,317,287,362,470
753.jpg,212,358,244,476
754.jpg,218,327,254,498
755.jpg,361,188,389,291
756.jpg,395,339,441,514
757.jpg,227,308,254,368
758.jpg,219,314,256,437
759.jpg,214,139,377,235
76.jpg,285,137,322,282
760.jpg,390,305,436,488
761.jpg,385,242,431,442
762.jpg,293,269,335,363
763.jpg,299,157,326,274
764.jpg,318,252,391,429
765.jpg,381,140,414,306
766.jpg,169,381,334,419
767.jpg,362,241,400,443
768.jpg,233,163,256,239
769.jpg,308,81,332,187
77.jpg,336,1,419,116
770.jpg,337,126,369,211
771.jpg,278,60,323,200
772.jpg,443,296,498,475
773.jpg,349,132,388,259
774.jpg,233,100,257,202
775.jpg,327,260,368,414
776.jpg,411,251,456,472
777.jpg,274,144,305,272
778.jpg,351,84,379,194
779.jpg,246,312,287,459
78.jpg,248,417,370,446
780.jpg,355,175,378,261
781.jpg,375,350,399,449
782.jpg,340,294,374,447
783.jpg,302,127,346,287
784.jpg,249,160,271,244
785.jpg,253,356,283,470
786.jpg,275,236,325,465
787.jpg,456,294,506,454
788.jpg,320,186,373,300
789.jpg,261,368,291,460
79.jpg,285,424,305,507
790.jpg,340,127,357,208
791.jpg,344,160,372,270
792.jpg,406,156,442,265
793.jpg,394,223,437,416
794.jpg,318,146,357,296
795.jpg,303,372,327,476
796.jpg,364,133,389,252
797.jpg,287,197,319,311
798.jpg,256,101,314,211
799.jpg,303,32,396,149
8.jpg,289,159,317,273
80.jpg,405,304,448,490
800.jpg,330,397,389,577
801.jpg,298,277,364,549
802.jpg,328,123,371,289
803.jpg,293,293,333,455
804.jpg,203,346,245,525
805.jpg,418,138,461,304
806.jpg,339,105,370,202
807.jpg,191,116,221,217
808.jpg,343,349,370,456
809.jpg,305,136,336,239
81.jpg,307,171,333,283
810.jpg,391,651,456,730
811.jpg,301,58,324,134
812.jpg,288,484,321,645
813.jpg,263,53,318,136
814.jpg,337,279,375,388
815.jpg,357,393,394,540
816.jpg,420,406,492,546
817.jpg,309,130,336,233
818.jpg,346,306,383,425
819.jpg,294,360,343,494
82.jpg,453,42,527,165
820.jpg,263,133,294,254
821.jpg,333,137,387,238
822.jpg,392,179,427,326
823.jpg,360,84,394,204
824.jpg,441,267,497,540
825.jpg,286,156,310,257
826.jpg,194,240,222,338
827.jpg,347,562,412,679
828.jpg,252,129,280,220
829.jpg,265,313,303,444
83.jpg,346,253,399,471
830.jpg,238,302,280,471
831.jpg,333,306,370,458
832.jpg,394,583,457,718
833.jpg,213,254,265,403
834.jpg,425,276,480,516
835.jpg,309,111,349,228
836.jpg,298,468,374,589
837.jpg,341,118,384,280
838.jpg,382,49,423,184
839.jpg,275,545,320,642
84.jpg,279,199,323,261
840.jpg,392,219,447,518
841.jpg,371,256,414,470
842.jpg,292,239,330,378
843.jpg,191,155,218,253
844.jpg,294,307,340,502
845.jpg,336,147,367,263
846.jpg,282,166,314,287
847.jpg,349,297,373,427
848.jpg,176,161,208,278
849.jpg,322,186,353,319
85.jpg,362,498,426,600
850.jpg,301,125,329,266
851.jpg,409,265,546,499
852.jpg,387,99,420,230
853.jpg,400,142,434,221
854.jpg,412,94,456,227
855.jpg,231,126,251,210
856.jpg,306,138,390,244
857.jpg,202,536,233,585
858.jpg,280,92,308,198
859.jpg,208,593,253,686
86.jpg,334,258,378,470
860.jpg,329,375,379,520
861.jpg,223,107,259,155
862.jpg,363,221,403,386
863.jpg,245,158,274,278
864.jpg,312,308,358,508
865.jpg,194,255,221,324
866.jpg,304,157,341,300
867.jpg,356,68,399,242
868.jpg,349,308,379,464
869.jpg,386,268,433,429
87.jpg,404,263,445,461
870.jpg,249,100,269,190
871.jpg,324,210,397,495
872.jpg,276,58,309,150
873.jpg,387,169,426,306
874.jpg,208,478,249,572
875.jpg,357,477,428,641
876.jpg,274,312,322,510
877.jpg,299,628,348,741
878.jpg,406,318,454,505
879.jpg,269,113,296,220
88.jpg,439,329,467,517
880.jpg,393,366,431,520
881.jpg,241,86,263,189
882.jpg,383,277,424,450
883.jpg,322,100,353,216
884.jpg,300,516,346,619
885.jpg,369,349,433,543
886.jpg,444,170,484,286
887.jpg,349,139,375,243
888.jpg,333,525,398,623
889.jpg,320,347,340,419
89.jpg,261,144,301,343
890.jpg,422,306,463,495
891.jpg,377,166,430,305
892.jpg,333,156,362,276
893.jpg,307,382,362,508
894.jpg,313,345,348,490
895.jpg,260,94,293,220
896.jpg,383,354,426,499
897.jpg,345,79,379,198
898.jpg,341,316,390,523
899.jpg,239,133,260,210
9.jpg,146,433,316,458
90.jpg,337,129,361,211
900.jpg,286,266,332,421
91.jpg,210,316,363,348
92.jpg,397,284,431,461
93.jpg,125,321,245,374
94.jpg,399,559,470,647
95.jpg,426,34,508,140
96.jpg,356,378,457,548
97.jpg,229,149,283,217
98.jpg,272,252,300,383
99.jpg,53,503,217,569
